filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
vaca17_jpg.rf.77866556a2e5126b38d88896a0bebb09.jpg,50777,"{""bcs_score"":""4.0""}",4,2,"{""name"":""point"",""cx"":238,""cy"":263}","{""part_name"":""thurl""}"
vaca17_jpg.rf.77866556a2e5126b38d88896a0bebb09.jpg,50777,"{""bcs_score"":""4.0""}",4,3,"{""name"":""point"",""cx"":282,""cy"":228}","{""part_name"":""hooks""}"
vaca19_jpg.rf.67c6a5334cdb10dd33c85fb5ea7e5d02.jpg,63085,"{""bcs_score"":""4.0""}",1,0,"{""name"":""point"",""cx"":390,""cy"":311}","{""part_name"":""pins""}"
vaca20_jpg.rf.3b01940a94450ebf16c1f6462467f18c.jpg,125183,"{""bcs_score"":""4.0""}",1,0,"{""name"":""point"",""cx"":489,""cy"":365}","{""part_name"":""pins""}"
vaca21_jpg.rf.f41a246ac38b06522ca66eb2b8ed0ac7.jpg,122498,"{""bcs_score"":""4.0""}",2,0,"{""name"":""point"",""cx"":560,""cy"":332}","{""part_name"":""pins""}"
vaca21_jpg.rf.f41a246ac38b06522ca66eb2b8ed0ac7.jpg,122498,"{""bcs_score"":""4.0""}",2,1,"{""name"":""point"",""cx"":77,""cy"":540}","{""part_name"":undefined}"
vaca22_jpg.rf.c716c135cf8482ea13600bb241d81365.jpg,113810,"{""bcs_score"":""4.0""}",1,0,"{""name"":""point"",""cx"":466,""cy"":392}","{""part_name"":""pins""}"
vaca23_jpg.rf.c990e2519e6ecad5346c76539a7637db.jpg,77750,"{""bcs_score"":""3.5""}",2,0,"{""name"":""point"",""cx"":415,""cy"":283}","{""part_name"":""pins""}"
vaca23_jpg.rf.c990e2519e6ecad5346c76539a7637db.jpg,77750,"{""bcs_score"":""3.5""}",2,1,"{""name"":""point"",""cx"":397,""cy"":293}","{""part_name"":""thurl""}"
vaca25_jpg.rf.891314ca77427fd9f96fa2dd0bcf0721.jpg,96292,"{""bcs_score"":""3.5""}",3,0,"{""name"":""point"",""cx"":109,""cy"":354}","{""part_name"":""pins""}"
vaca25_jpg.rf.891314ca77427fd9f96fa2dd0bcf0721.jpg,96292,"{""bcs_score"":""3.5""}",3,1,"{""name"":""point"",""cx"":241,""cy"":260}","{""part_name"":""hooks""}"
vaca25_jpg.rf.891314ca77427fd9f96fa2dd0bcf0721.jpg,96292,"{""bcs_score"":""3.5""}",3,2,"{""name"":""point"",""cx"":195,""cy"":379}","{""part_name"":""thurl""}"
vaca27_jpg.rf.7b9b00a0748013cb9a0d13e5108c5776.jpg,97124,"{""bcs_score"":""2.5""}",3,0,"{""name"":""point"",""cx"":414,""cy"":228}","{""part_name"":""hooks""}"
vaca27_jpg.rf.7b9b00a0748013cb9a0d13e5108c5776.jpg,97124,"{""bcs_score"":""2.5""}",3,1,"{""name"":""point"",""cx"":428,""cy"":252}","{""part_name"":""brisket""}"
vaca27_jpg.rf.7b9b00a0748013cb9a0d13e5108c5776.jpg,97124,"{""bcs_score"":""2.5""}",3,2,"{""name"":""point"",""cx"":380,""cy"":244}","{""part_name"":""short_ribs""}"
vaca31_jpg.rf.3c193029dc78a6a55e9f74268ca42a76.jpg,113394,"{""bcs_score"":""2.0""}",4,0,"{""name"":""point"",""cx"":305,""cy"":233}","{""part_name"":""short_ribs""}"
vaca31_jpg.rf.3c193029dc78a6a55e9f74268ca42a76.jpg,113394,"{""bcs_score"":""2.0""}",4,1,"{""name"":""point"",""cx"":216,""cy"":218}","{""part_name"":""hooks""}"
vaca31_jpg.rf.3c193029dc78a6a55e9f74268ca42a76.jpg,113394,"{""bcs_score"":""2.0""}",4,2,"{""name"":""point"",""cx"":126,""cy"":236}","{""part_name"":""pins""}"
vaca31_jpg.rf.3c193029dc78a6a55e9f74268ca42a76.jpg,113394,"{""bcs_score"":""2.0""}",4,3,"{""name"":""point"",""cx"":173,""cy"":254}","{""part_name"":""hooks""}"
vaca33_jpg.rf.03d452146f6286262044c723767f5f48.jpg,88415,"{""bcs_score"":""3.0""}",3,0,"{""name"":""point"",""cx"":203,""cy"":263}","{""part_name"":""hooks""}"
vaca33_jpg.rf.03d452146f6286262044c723767f5f48.jpg,88415,"{""bcs_score"":""3.0""}",3,1,"{""name"":""point"",""cx"":134,""cy"":293}","{""part_name"":""pins""}"
vaca33_jpg.rf.03d452146f6286262044c723767f5f48.jpg,88415,"{""bcs_score"":""3.0""}",3,2,"{""name"":""point"",""cx"":249,""cy"":267}","{""part_name"":""short_ribs""}"
vaca35_jpg.rf.e8540c4670d07764dc7f073e3f2d7b00.jpg,70954,"{""bcs_score"":""3.0""}",2,0,"{""name"":""point"",""cx"":486,""cy"":352}","{""part_name"":""short_ribs""}"
vaca35_jpg.rf.e8540c4670d07764dc7f073e3f2d7b00.jpg,70954,"{""bcs_score"":""3.0""}",2,1,"{""name"":""point"",""cx"":620,""cy"":292}","{""part_name"":""pins""}"
vaca41_jpg.rf.752472d55229e6915085b0a3cda251f3.jpg,94427,"{""bcs_score"":""3.0""}",1,0,"{""name"":""point"",""cx"":197,""cy"":333}","{""part_name"":""hooks""}"
vaca42_jpg.rf.43e3e2cf272bbf647ad5ddf61be37eeb.jpg,105981,"{""bcs_score"":""1.0""}",5,0,"{""name"":""point"",""cx"":466,""cy"":248}","{""part_name"":""hooks""}"
vaca42_jpg.rf.43e3e2cf272bbf647ad5ddf61be37eeb.jpg,105981,"{""bcs_score"":""1.0""}",5,1,"{""name"":""point"",""cx"":406,""cy"":258}","{""part_name"":""short_ribs""}"
vaca42_jpg.rf.43e3e2cf272bbf647ad5ddf61be37eeb.jpg,105981,"{""bcs_score"":""1.0""}",5,2,"{""name"":""point"",""cx"":503,""cy"":260}","{""part_name"":""pins""}"
vaca42_jpg.rf.43e3e2cf272bbf647ad5ddf61be37eeb.jpg,105981,"{""bcs_score"":""1.0""}",5,3,"{""name"":""point"",""cx"":487,""cy"":276}","{""part_name"":""thurl""}"
vaca42_jpg.rf.43e3e2cf272bbf647ad5ddf61be37eeb.jpg,105981,"{""bcs_score"":""1.0""}",5,4,"{""name"":""point"",""cx"":434,""cy"":252}","{""part_name"":""sacral_ligament""}"
vaca43_jpg.rf.032d5518f91a0de0f537c5f0a36c7f0d.jpg,71554,"{""bcs_score"":""2.0""}",2,0,"{""name"":""point"",""cx"":202,""cy"":266}","{""part_name"":""thurl""}"
vaca43_jpg.rf.032d5518f91a0de0f537c5f0a36c7f0d.jpg,71554,"{""bcs_score"":""2.0""}",2,1,"{""name"":""point"",""cx"":262,""cy"":252}","{""part_name"":""hooks""}"
vaca45_jpg.rf.0a282bbe0b86de2bcaf833ed6de66a1c.jpg,70467,"{""bcs_score"":""1.0""}",4,0,"{""name"":""point"",""cx"":515,""cy"":184}","{""part_name"":""pins""}"
vaca45_jpg.rf.0a282bbe0b86de2bcaf833ed6de66a1c.jpg,70467,"{""bcs_score"":""1.0""}",4,1,"{""name"":""point"",""cx"":322,""cy"":195}","{""part_name"":""short_ribs""}"
vaca45_jpg.rf.0a282bbe0b86de2bcaf833ed6de66a1c.jpg,70467,"{""bcs_score"":""1.0""}",4,2,"{""name"":""point"",""cx"":440,""cy"":177}","{""part_name"":""hooks""}"
vaca45_jpg.rf.0a282bbe0b86de2bcaf833ed6de66a1c.jpg,70467,"{""bcs_score"":""1.0""}",4,3,"{""name"":""point"",""cx"":491,""cy"":212}","{""part_name"":""thurl""}"
vaca46_jpg.rf.54a9f248e4062e201fafe20dbeb89e4a.jpg,71091,"{""bcs_score"":""2.0""}",1,0,"{""name"":""point"",""cx"":366,""cy"":269}","{""part_name"":""pins""}"
vaca47_jpg.rf.e40cae8e62f013ed67b2039f3bd3feac.jpg,77773,"{""bcs_score"":""2.5""}",2,0,"{""name"":""point"",""cx"":331,""cy"":205}","{""part_name"":""hooks""}"
vaca47_jpg.rf.e40cae8e62f013ed67b2039f3bd3feac.jpg,77773,"{""bcs_score"":""2.5""}",2,1,"{""name"":""point"",""cx"":395,""cy"":227}","{""part_name"":""pins""}"
vaca48_jpg.rf.7064e619d5f0c6dfe2cd020c59e6e8e6.jpg,55685,"{""bcs_score"":""2.5""}",2,0,"{""name"":""point"",""cx"":171,""cy"":276}","{""part_name"":""hooks""}"
vaca48_jpg.rf.7064e619d5f0c6dfe2cd020c59e6e8e6.jpg,55685,"{""bcs_score"":""2.5""}",2,1,"{""name"":""point"",""cx"":203,""cy"":284}","{""part_name"":""sacral_ligament""}"
vaca49_jpg.rf.d19816a670e21dd0ce4b73c2031e65ac.jpg,116669,"{""bcs_score"":""3.5""}",2,0,"{""name"":""point"",""cx"":316,""cy"":259}","{""part_name"":""hooks""}"
vaca49_jpg.rf.d19816a670e21dd0ce4b73c2031e65ac.jpg,116669,"{""bcs_score"":""3.5""}",2,1,"{""name"":""point"",""cx"":338,""cy"":271}","{""part_name"":""pins""}"
vaca52_jpg.rf.31f58d3d3b6e4f350b2a300384297249.jpg,44162,"{""bcs_score"":""3.0""}",2,0,"{""name"":""point"",""cx"":408,""cy"":270}","{""part_name"":""hooks""}"
vaca52_jpg.rf.31f58d3d3b6e4f350b2a300384297249.jpg,44162,"{""bcs_score"":""3.0""}",2,1,"{""name"":""point"",""cx"":443,""cy"":295}","{""part_name"":""pins""}"
vaca53_jpg.rf.202b6e14f95f08ec26f11d0de2716f11.jpg,104285,"{""bcs_score"":""1.5""}",5,0,"{""name"":""point"",""cx"":134,""cy"":198}","{""part_name"":""pins""}"
vaca53_jpg.rf.202b6e14f95f08ec26f11d0de2716f11.jpg,104285,"{""bcs_score"":""1.5""}",5,1,"{""name"":""point"",""cx"":120,""cy"":228}","{""part_name"":""brisket""}"
vaca53_jpg.rf.202b6e14f95f08ec26f11d0de2716f11.jpg,104285,"{""bcs_score"":""1.5""}",5,2,"{""name"":""point"",""cx"":182,""cy"":186}","{""part_name"":""hooks""}"
vaca53_jpg.rf.202b6e14f95f08ec26f11d0de2716f11.jpg,104285,"{""bcs_score"":""1.5""}",5,3,"{""name"":""point"",""cx"":243,""cy"":217}","{""part_name"":""tailhead_ligament""}"
vaca53_jpg.rf.202b6e14f95f08ec26f11d0de2716f11.jpg,104285,"{""bcs_score"":""1.5""}",5,4,"{""name"":""point"",""cx"":220,""cy"":200}","{""part_name"":""sacral_ligament""}"
vaca54_jpg.rf.8a461b90bbe97da1f651dd52821d3ec0.jpg,91340,"{""bcs_score"":""1.5""}",2,0,"{""name"":""point"",""cx"":439,""cy"":222}","{""part_name"":""hooks""}"
vaca54_jpg.rf.8a461b90bbe97da1f651dd52821d3ec0.jpg,91340,"{""bcs_score"":""1.5""}",2,1,"{""name"":""point"",""cx"":382,""cy"":236}","{""part_name"":""sacral_ligament""}"
vaca55_jpg.rf.12902478d07cf94a039db3d255798291.jpg,48675,"{""bcs_score"":""3.0""}",4,0,"{""name"":""point"",""cx"":430,""cy"":268}","{""part_name"":""tailhead_ligament""}"
vaca55_jpg.rf.12902478d07cf94a039db3d255798291.jpg,48675,"{""bcs_score"":""3.0""}",4,1,"{""name"":""point"",""cx"":436,""cy"":288}","{""part_name"":""pins""}"
vaca55_jpg.rf.12902478d07cf94a039db3d255798291.jpg,48675,"{""bcs_score"":""3.0""}",4,2,"{""name"":""point"",""cx"":382,""cy"":268}","{""part_name"":""hooks""}"
vaca55_jpg.rf.12902478d07cf94a039db3d255798291.jpg,48675,"{""bcs_score"":""3.0""}",4,3,"{""name"":""point"",""cx"":412,""cy"":296}","{""part_name"":""thurl""}"
vaca57_jpg.rf.a96390514ed541f55f8af32d7a03d0bd.jpg,98842,"{""bcs_score"":""2.5""}",5,0,"{""name"":""point"",""cx"":245,""cy"":333}","{""part_name"":""hooks""}"
vaca57_jpg.rf.a96390514ed541f55f8af32d7a03d0bd.jpg,98842,"{""bcs_score"":""2.5""}",5,1,"{""name"":""point"",""cx"":214,""cy"":341}","{""part_name"":""pins""}"
vaca57_jpg.rf.a96390514ed541f55f8af32d7a03d0bd.jpg,98842,"{""bcs_score"":""2.5""}",5,2,"{""name"":""point"",""cx"":221,""cy"":362}","{""part_name"":""thurl""}"
vaca57_jpg.rf.a96390514ed541f55f8af32d7a03d0bd.jpg,98842,"{""bcs_score"":""2.5""}",5,3,"{""name"":""point"",""cx"":270,""cy"":356}","{""part_name"":""tailhead_ligament""}"
vaca57_jpg.rf.a96390514ed541f55f8af32d7a03d0bd.jpg,98842,"{""bcs_score"":""2.5""}",5,4,"{""name"":""point"",""cx"":254,""cy"":348}","{""part_name"":""sacral_ligament""}"
vaca62_jpg.rf.b4603df9ca84f6d05f5a702db34cd811.jpg,61346,"{""bcs_score"":""3.5""}",4,0,"{""name"":""point"",""cx"":138,""cy"":274}","{""part_name"":""sacral_ligament""}"
vaca62_jpg.rf.b4603df9ca84f6d05f5a702db34cd811.jpg,61346,"{""bcs_score"":""3.5""}",4,1,"{""name"":""point"",""cx"":151,""cy"":281}","{""part_name"":""short_ribs""}"
vaca62_jpg.rf.b4603df9ca84f6d05f5a702db34cd811.jpg,61346,"{""bcs_score"":""3.5""}",4,2,"{""name"":""point"",""cx"":126,""cy"":264}","{""part_name"":""hooks""}"
vaca62_jpg.rf.b4603df9ca84f6d05f5a702db34cd811.jpg,61346,"{""bcs_score"":""3.5""}",4,3,"{""name"":""point"",""cx"":115,""cy"":297}","{""part_name"":""thurl""}"
vaca63_jpg.rf.919822d7cf5a88b799670931af5de57b.jpg,60747,"{""bcs_score"":""3.5""}",5,0,"{""name"":""point"",""cx"":318,""cy"":236}","{""part_name"":""short_ribs""}"
vaca63_jpg.rf.919822d7cf5a88b799670931af5de57b.jpg,60747,"{""bcs_score"":""3.5""}",5,1,"{""name"":""point"",""cx"":348,""cy"":229}","{""part_name"":""sacral_ligament""}"
vaca63_jpg.rf.919822d7cf5a88b799670931af5de57b.jpg,60747,"{""bcs_score"":""3.5""}",5,2,"{""name"":""point"",""cx"":380,""cy"":223}","{""part_name"":""hooks""}"
vaca63_jpg.rf.919822d7cf5a88b799670931af5de57b.jpg,60747,"{""bcs_score"":""3.5""}",5,3,"{""name"":""point"",""cx"":415,""cy"":254}","{""part_name"":""thurl""}"
vaca63_jpg.rf.919822d7cf5a88b799670931af5de57b.jpg,60747,"{""bcs_score"":""3.5""}",5,4,"{""name"":""point"",""cx"":405,""cy"":220}","{""part_name"":""pins""}"
vaca65_jpg.rf.695cd1c4ab2cc04e787f2f45ba55ba1c.jpg,82367,"{""bcs_score"":""2.5""}",5,0,"{""name"":""point"",""cx"":283,""cy"":239}","{""part_name"":""hooks""}"
vaca65_jpg.rf.695cd1c4ab2cc04e787f2f45ba55ba1c.jpg,82367,"{""bcs_score"":""2.5""}",5,1,"{""name"":""point"",""cx"":245,""cy"":241}","{""part_name"":""pins""}"
vaca65_jpg.rf.695cd1c4ab2cc04e787f2f45ba55ba1c.jpg,82367,"{""bcs_score"":""2.5""}",5,2,"{""name"":""point"",""cx"":251,""cy"":255}","{""part_name"":""thurl""}"
vaca65_jpg.rf.695cd1c4ab2cc04e787f2f45ba55ba1c.jpg,82367,"{""bcs_score"":""2.5""}",5,3,"{""name"":""point"",""cx"":316,""cy"":247}","{""part_name"":""short_ribs""}"
vaca65_jpg.rf.695cd1c4ab2cc04e787f2f45ba55ba1c.jpg,82367,"{""bcs_score"":""2.5""}",5,4,"{""name"":""point"",""cx"":298,""cy"":248}","{""part_name"":""sacral_ligament""}"
vaca66_jpg.rf.5cfe0cb8e2c616901f2c0bc47eb74af0.jpg,62519,"{""bcs_score"":""4.0""}",2,0,"{""name"":""point"",""cx"":346,""cy"":330}","{""part_name"":""hooks""}"
vaca66_jpg.rf.5cfe0cb8e2c616901f2c0bc47eb74af0.jpg,62519,"{""bcs_score"":""4.0""}",2,1,"{""name"":""point"",""cx"":377,""cy"":348}","{""part_name"":""pins""}"
vaca68_jpg.rf.0c47919a721abce39986005c5dc26154.jpg,63736,"{""bcs_score"":""3.5""}",3,0,"{""name"":""point"",""cx"":154,""cy"":184}","{""part_name"":""sacral_ligament""}"
vaca68_jpg.rf.0c47919a721abce39986005c5dc26154.jpg,63736,"{""bcs_score"":""3.5""}",3,1,"{""name"":""point"",""cx"":106,""cy"":185}","{""part_name"":""hooks""}"
vaca68_jpg.rf.0c47919a721abce39986005c5dc26154.jpg,63736,"{""bcs_score"":""3.5""}",3,2,"{""name"":""point"",""cx"":6,""cy"":237}","{""part_name"":""pins""}"
vaca69_jpg.rf.431db55cc98b20b68dddf68e553716c1.jpg,73964,"{""bcs_score"":""4.0""}",2,0,"{""name"":""point"",""cx"":77,""cy"":153}","{""part_name"":""short_ribs""}"
vaca69_jpg.rf.431db55cc98b20b68dddf68e553716c1.jpg,73964,"{""bcs_score"":""4.0""}",2,1,"{""name"":""point"",""cx"":15,""cy"":116}","{""part_name"":""sacral_ligament""}"
vaca70_jpg.rf.14ba2251dfc4a2d3959ef5605726cd03.jpg,75628,"{""bcs_score"":""4.0""}",4,0,"{""name"":""point"",""cx"":355,""cy"":164}","{""part_name"":""short_ribs""}"
vaca70_jpg.rf.14ba2251dfc4a2d3959ef5605726cd03.jpg,75628,"{""bcs_score"":""4.0""}",4,1,"{""name"":""point"",""cx"":369,""cy"":146}","{""part_name"":""sacral_ligament""}"
vaca70_jpg.rf.14ba2251dfc4a2d3959ef5605726cd03.jpg,75628,"{""bcs_score"":""4.0""}",4,2,"{""name"":""point"",""cx"":394,""cy"":139}","{""part_name"":""hooks""}"
vaca70_jpg.rf.14ba2251dfc4a2d3959ef5605726cd03.jpg,75628,"{""bcs_score"":""4.0""}",4,3,"{""name"":""point"",""cx"":430,""cy"":148}","{""part_name"":""pins""}"
vaca71_jpg.rf.45a00fc654d6e544e23c5fd9827f6795.jpg,89104,"{""bcs_score"":""4.5""}",1,0,"{""name"":""point"",""cx"":450,""cy"":176}","{""part_name"":""hooks""}"
vaca74_jpg.rf.67d9dd5a5817969006efa3f9b639a564.jpg,67530,"{""bcs_score"":""2.5""}",2,0,"{""name"":""point"",""cx"":196,""cy"":285}","{""part_name"":""hooks""}"
vaca74_jpg.rf.67d9dd5a5817969006efa3f9b639a564.jpg,67530,"{""bcs_score"":""2.5""}",2,1,"{""name"":""point"",""cx"":226,""cy"":285}","{""part_name"":""short_ribs""}"
vaca75_jpg.rf.b7d81a71811facd531bd7ed7660e771f.jpg,93910,"{""bcs_score"":""3.0""}",2,0,"{""name"":""point"",""cx"":209,""cy"":312}","{""part_name"":""hooks""}"
vaca75_jpg.rf.b7d81a71811facd531bd7ed7660e771f.jpg,93910,"{""bcs_score"":""3.0""}",2,1,"{""name"":""point"",""cx"":255,""cy"":311}","{""part_name"":""sacral_ligament""}"
vaca76_jpg.rf.82e1dffdc251a6a060041438a573a43e.jpg,79467,"{""bcs_score"":""3.0""}",5,0,"{""name"":""point"",""cx"":450,""cy"":236}","{""part_name"":""hooks""}"
vaca76_jpg.rf.82e1dffdc251a6a060041438a573a43e.jpg,79467,"{""bcs_score"":""3.0""}",5,1,"{""name"":""point"",""cx"":404,""cy"":258}","{""part_name"":""sacral_ligament""}"
vaca76_jpg.rf.82e1dffdc251a6a060041438a573a43e.jpg,79467,"{""bcs_score"":""3.0""}",5,2,"{""name"":""point"",""cx"":355,""cy"":261}","{""part_name"":""short_ribs""}"
vaca76_jpg.rf.82e1dffdc251a6a060041438a573a43e.jpg,79467,"{""bcs_score"":""3.0""}",5,3,"{""name"":""point"",""cx"":559,""cy"":260}","{""part_name"":""pins""}"
vaca76_jpg.rf.82e1dffdc251a6a060041438a573a43e.jpg,79467,"{""bcs_score"":""3.0""}",5,4,"{""name"":""point"",""cx"":526,""cy"":300}","{""part_name"":""thurl""}"
vaca77_jpg.rf.96edbe63712c465449abb7523963878f.jpg,87707,"{""bcs_score"":""3.0""}",5,0,"{""name"":""point"",""cx"":450,""cy"":211}","{""part_name"":""hooks""}"
vaca77_jpg.rf.96edbe63712c465449abb7523963878f.jpg,87707,"{""bcs_score"":""3.0""}",5,1,"{""name"":""point"",""cx"":534,""cy"":243}","{""part_name"":""pins""}"
vaca77_jpg.rf.96edbe63712c465449abb7523963878f.jpg,87707,"{""bcs_score"":""3.0""}",5,2,"{""name"":""point"",""cx"":507,""cy"":281}","{""part_name"":""thurl""}"
vaca77_jpg.rf.96edbe63712c465449abb7523963878f.jpg,87707,"{""bcs_score"":""3.0""}",5,3,"{""name"":""point"",""cx"":399,""cy"":232}","{""part_name"":""sacral_ligament""}"
vaca77_jpg.rf.96edbe63712c465449abb7523963878f.jpg,87707,"{""bcs_score"":""3.0""}",5,4,"{""name"":""point"",""cx"":349,""cy"":250}","{""part_name"":""short_ribs""}"
vaca78_jpg.rf.d2510d32633052f3d00725d92178aa95.jpg,121396,"{""bcs_score"":""4.0""}",4,0,"{""name"":""point"",""cx"":151,""cy"":131}","{""part_name"":""hooks""}"
vaca78_jpg.rf.d2510d32633052f3d00725d92178aa95.jpg,121396,"{""bcs_score"":""4.0""}",4,1,"{""name"":""point"",""cx"":130,""cy"":94}","{""part_name"":""pins""}"
vaca78_jpg.rf.d2510d32633052f3d00725d92178aa95.jpg,121396,"{""bcs_score"":""4.0""}",4,2,"{""name"":""point"",""cx"":110,""cy"":123}","{""part_name"":""thurl""}"
vaca78_jpg.rf.d2510d32633052f3d00725d92178aa95.jpg,121396,"{""bcs_score"":""4.0""}",4,3,"{""name"":""point"",""cx"":188,""cy"":144}","{""part_name"":""sacral_ligament""}"
vaca79_jpg.rf.7547077aac8e4977398498f061e90f9c.jpg,36184,"{""bcs_score"":""3.5""}",3,0,"{""name"":""point"",""cx"":299,""cy"":234}","{""part_name"":""hooks""}"
vaca79_jpg.rf.7547077aac8e4977398498f061e90f9c.jpg,36184,"{""bcs_score"":""3.5""}",3,1,"{""name"":""point"",""cx"":323,""cy"":239}","{""part_name"":""sacral_ligament""}"
vaca79_jpg.rf.7547077aac8e4977398498f061e90f9c.jpg,36184,"{""bcs_score"":""3.5""}",3,2,"{""name"":""point"",""cx"":226,""cy"":252}","{""part_name"":""pins""}"
